League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,PlayersScored,CoachHome,CoachAway,Referee,HomeScored,AwayScored
SP1,2024-25,2023-08-12,Getafe,Valencia,1,0,H,8,3,6,0,,José Bordalás,Rubén Baraja,Guillermo Cuadra,Borja Mayoral,
SP1,2024-25,2023-09-12,Alaves,Las Palmas,0,1,A,19,9,5,2,,Luis García,García Pimienta,"José Luis
                                    Munuera",,Kirian Rodríguez
SP1,2024-25,2023-09-12,Betis,Real Madrid,1,1,D,14,12,6,2,,Manuel Pellegrini,Carlo Ancelotti,César Soto,Aitor Ruibal,Jude Bellingham
SP1,2024-25,2023-09-12,Villarreal,Sociedad,0,3,A,20,16,4,5,,Marcelino,Imanol Alguacil,Mario Melero,,Mikel Merino; Martín Zubimendi; Takefusa Kubo
SP1,2024-25,2023-09-12,Mallorca,Sevilla,1,0,H,6,19,3,5,,Javier Aguirre,Quique Sánchez Flores,Javier Alberola,Cyle Larin,
SP1,2024-25,2023-10-12,Ath Madrid,Almeria,2,1,H,13,19,4,5,,Diego Simeone,Pepe Mel,"Ricardo de
                                    Burgos",Álvaro Morata; Ángel Correa,Léo Baptistão
SP1,2024-25,2023-10-12,Cadiz,Osasuna,1,1,D,12,13,5,5,,Mauricio Pellegrino,Jagoba Arrasate,Juan Martínez,Roger Martí,Ante Budimir
SP1,2024-25,2023-10-12,Barcelona,Girona,2,4,A,31,15,11,7,,Xavi,Míchel,"Isidro Díaz de
                                    Mera",Robert Lewandowski; İlkay Gündoğan,Artem Dovbyk; Miguel Gutiérrez; Valery Fernández; Cristhian Stuani
SP1,2024-25,2023-11-12,Granada,Ath Bilbao,1,1,D,7,19,4,4,,José Ramón Sandoval,Ernesto Valverde,"Miguel
                                    Ángel Ortiz Arias",,Iñaki Williams
SP1,2024-25,2023-11-12,Vallecano,Celta,0,0,D,17,4,4,2,,Iñigo Pérez,Claudio Giráldez,Víctor García,,
SP1,2024-25,,Osasuna,Vallecano,1,0,H,10,9,4,3,,Jagoba Arrasate,Iñigo Pérez,"Javier
                                    Villanueva",Raúl,
SP1,2024-25,,Celta,Granada,1,0,H,11,7,4,2,,Claudio Giráldez,José Ramón Sandoval,José Sánchez,Jørgen Strand Larsen,
SP1,2024-25,,Ath Bilbao,Ath Madrid,2,0,H,16,7,7,3,,Ernesto Valverde,Diego Simeone,Jesús Gil,Gorka Guruzeta; Nico Williams,
SP1,2024-25,,Sevilla,Getafe,0,3,A,12,14,4,7,,Quique Sánchez Flores,José Bordalás,Juan Pulido,,Borja Mayoral; Jaime Mata; Mason Greenwood
SP1,2024-25,,Valencia,Barcelona,1,1,D,11,16,4,8,,Rubén Baraja,Xavi,"Miguel
                                    Ángel Ortiz Arias",Hugo Guillamón,João Félix
SP1,2024-25,,Almeria,Mallorca,0,0,D,7,20,1,2,,Pepe Mel,Javier Aguirre,Pablo González,,
SP1,2024-25,,Sociedad,Betis,0,0,D,12,12,4,3,,Imanol Alguacil,Manuel Pellegrini,Mateo Busquets,,
SP1,2024-25,,Las Palmas,Cadiz,1,1,D,7,13,2,5,,García Pimienta,Mauricio Pellegrino,Alejandro Muñíz,Pejiño,Chris Ramos
SP1,2024-25,,Real Madrid,Villarreal,4,1,H,22,3,9,1,,Carlo Ancelotti,Marcelino,Jorge Figueroa,Jude Bellingham; Rodrygo; Brahim Díaz; Luka Modrić,José Luis Morales
SP1,2024-25,,Girona,Alaves,3,0,H,9,12,4,2,,Míchel,Luis García,"Francisco
                                    Hernández",Artem Dovbyk; Portu; Artem Dovbyk,
SP1,2024-25,,Vallecano,Valencia,0,1,A,7,8,1,3,,Iñigo Pérez,Rubén Baraja,Javier Alberola,,Sergi Canós
SP1,2024-25,,Ath Madrid,Getafe,3,3,D,8,29,4,9,,Diego Simeone,José Bordalás,"José Luis
                                    Munuera",Antoine Griezmann; Álvaro Morata; Antoine Griezmann,Borja Mayoral; Óscar Rodríguez Arnaiz; Borja Mayoral
SP1,2024-25,,Granada,Sevilla,0,3,A,12,12,3,5,,José Ramón Sandoval,Quique Sánchez Flores,Mateo Busquets,,Adrià Pedrosa; Lucas Ocampos; Sergio Ramos
SP1,2024-25,,Barcelona,Almeria,3,2,H,30,10,11,5,,Xavi,Pepe Mel,Guillermo Cuadra,Raphinha; Sergi Roberto; Sergi Roberto,Léo Baptistão; Édgar González
SP1,2024-25,,Ath Bilbao,Las Palmas,1,0,H,19,5,10,1,,Ernesto Valverde,García Pimienta,Juan Martínez,Unai Gómez,
SP1,2024-25,,Villarreal,Celta,3,2,H,12,15,8,5,,Marcelino,Claudio Giráldez,César Soto,Alfonso Pedraza; Aïssa Mandi; Daniel Parejo,Anastasios Douvikas; Jørgen Strand Larsen
SP1,2024-25,,Betis,Girona,1,1,D,21,12,4,4,,Manuel Pellegrini,Míchel,"Ricardo de
                                    Burgos",Germán Pezzella,Artem Dovbyk
SP1,2024-25,,Cadiz,Sociedad,0,0,D,10,8,2,1,,Mauricio Pellegrino,Imanol Alguacil,"Javier
                                    Villanueva",,
SP1,2024-25,,Alaves,Real Madrid,0,1,A,8,9,2,4,,Luis García,Carlo Ancelotti,"Isidro Díaz de
                                    Mera",,Lucas Vázquez
SP1,2024-25,,Mallorca,Osasuna,3,2,H,15,12,8,7,,Javier Aguirre,Jagoba Arrasate,Mario Melero,Matija Nastasić; Dani Rodríguez; Antonio Raillo,Pablo Ibáñez; Raúl
SP1,2024-25,,Ath Madrid,Sevilla,1,0,H,12,8,4,2,,Diego Simeone,Quique Sánchez Flores,César Soto,Marcos Llorente,
SP1,2024-25,2024-02-01,Getafe,Vallecano,0,2,A,5,12,0,8,,José Bordalás,Iñigo Pérez,Jorge Figueroa,,Sergio Camello; Sergio Camello
SP1,2024-25,2024-02-01,Sociedad,Alaves,1,1,D,16,7,6,2,,Imanol Alguacil,Luis García,Víctor García,Martín Zubimendi,Luis Rioja
SP1,2024-25,2024-02-01,Valencia,Villarreal,3,1,H,11,8,8,4,,Rubén Baraja,Marcelino,Jesús Gil,Roman Yaremchuk; José Luis García Vayá; José Luis García Vayá,Gerard Moreno
SP1,2024-25,2024-03-01,Granada,Cadiz,2,0,H,15,15,8,2,,José Ramón Sandoval,Mauricio Pellegrino,Juan Pulido,Myrto Uzuni; Bryan Zaragoza,
SP1,2024-25,2024-03-01,Celta,Betis,2,1,H,19,14,6,3,,Claudio Giráldez,Manuel Pellegrini,"Miguel
                                    Ángel Ortiz Arias",Iago Aspas; Williot Swedberg,Aitor Ruibal
SP1,2024-25,2024-03-01,Real Madrid,Mallorca,1,0,H,17,7,5,0,,Carlo Ancelotti,Javier Aguirre,Alejandro Muñíz,Antonio Rüdiger,
SP1,2024-25,2024-03-01,Girona,Ath Madrid,4,3,H,17,18,9,12,,Míchel,Diego Simeone,"Alejandro
                                    Hernández",Valery Fernández; Sávio; Daley Blind; Iván Martín,Álvaro Morata; Álvaro Morata; Álvaro Morata
SP1,2024-25,2024-04-01,Osasuna,Almeria,1,0,H,14,4,2,0,,Jagoba Arrasate,Pepe Mel,César Soto,,
SP1,2024-25,2024-04-01,Sevilla,Ath Bilbao,0,2,A,11,15,2,6,,Quique Sánchez Flores,Ernesto Valverde,José Sánchez,,Mikel Vesga; Aitor Paredes
SP1,2024-25,2024-04-01,Las Palmas,Barcelona,1,2,A,12,15,3,5,,García Pimienta,Xavi,Pablo González,Munir El Haddadi,Ferrán Torres; İlkay Gündoğan
SP1,2024-25,2024-12-01,Sevilla,Alaves,2,3,A,19,16,4,8,,Quique Sánchez Flores,Luis García,"Alejandro
                                    Hernández",Rafa Mir; Lucas Ocampos,Nahuel Tenaglia; Kiké; Rubén Duarte
SP1,2024-25,,Las Palmas,Villarreal,3,0,H,8,17,3,3,,García Pimienta,Marcelino,"Javier
                                    Villanueva",Kirian Rodríguez; Juan Herzog; Kirian Rodríguez,
SP1,2024-25,,Mallorca,Celta,1,1,D,17,6,6,2,,Javier Aguirre,Claudio Giráldez,Víctor García,Cyle Larin,Iago Aspas
SP1,2024-25,,Ath Bilbao,Sociedad,2,1,H,10,9,3,1,,Ernesto Valverde,Imanol Alguacil,"José Luis
                                    Munuera",Álex Berenguer; Álex Berenguer,Mikel Oyarzabal
SP1,2024-25,,Betis,Granada,1,0,H,25,6,6,2,,Manuel Pellegrini,José Ramón Sandoval,Guillermo Cuadra,Isco,
SP1,2024-25,,Almeria,Girona,0,0,D,20,5,3,1,,Pepe Mel,Míchel,Mateo Busquets,,
SP1,2024-25,,Cadiz,Valencia,1,4,A,10,9,2,5,,Mauricio Pellegrino,Rubén Baraja,"Isidro Díaz de
                                    Mera",Rubén Alcaraz,Hugo Duro; Diego López; Javier Guerra; Jesus Vazquez
SP1,2024-25,,Alaves,Cadiz,1,0,H,13,9,3,1,,Luis García,Mauricio Pellegrino,Alejandro Muñíz,Luis Rioja,
SP1,2024-25,,Vallecano,Las Palmas,0,2,A,16,10,3,5,,Iñigo Pérez,García Pimienta,Mario Melero,,Alberto Moleiro; Javier Muñoz
SP1,2024-25,,Villarreal,Mallorca,1,1,D,18,8,5,2,,Marcelino,Javier Aguirre,"Miguel
                                    Ángel Ortiz Arias",Alexander Sørloth,Javier Llabrés
SP1,2024-25,,Valencia,Ath Bilbao,1,0,H,6,6,1,3,,Rubén Baraja,Ernesto Valverde,Juan Pulido,Hugo Duro,
SP1,2024-25,,Celta,Sociedad,0,1,A,6,6,2,2,,Claudio Giráldez,Imanol Alguacil,Jorge Figueroa,,Brais Méndez
SP1,2024-25,,Osasuna,Getafe,3,2,H,13,10,7,7,,Jagoba Arrasate,José Bordalás,José Sánchez,Raúl; Iker Muñoz; Jesús Areso,Borja Mayoral; Nemanja Maksimović
SP1,2024-25,,Real Madrid,Almeria,3,2,H,18,10,6,2,,Carlo Ancelotti,Pepe Mel,"Francisco
                                    Hernández",Jude Bellingham; Vinicius Júnior; Dani Carvajal,Largie Ramazani; Édgar González
SP1,2024-25,,Betis,Barcelona,2,4,A,14,11,5,4,,Manuel Pellegrini,Xavi,Jesús Gil,Isco; Isco,Ferrán Torres; Ferrán Torres; João Félix; Ferrán Torres
SP1,2024-25,,Girona,Sevilla,5,1,H,12,9,8,3,,Míchel,Quique Sánchez Flores,Pablo González,Artem Dovbyk; Artem Dovbyk; Artem Dovbyk; Viktor Tsyhankov; Cristhian Stuani,Isaac Romero
SP1,2024-25,,Granada,Ath Madrid,0,1,A,17,10,2,5,,José Ramón Sandoval,Diego Simeone,Juan Martínez,,Álvaro Morata
SP1,2024-25,,Almeria,Alaves,0,3,A,19,11,7,3,,Pepe Mel,Luis García,"Miguel
                                    Ángel Ortiz Arias",,Samu Omorodion; Luis Rioja; Samu Omorodion
SP1,2024-25,,Sociedad,Vallecano,0,0,D,6,5,3,0,,Imanol Alguacil,Iñigo Pérez,"Alejandro
                                    Hernández",,
SP1,2024-25,,Las Palmas,Real Madrid,1,2,A,7,13,2,5,,García Pimienta,Carlo Ancelotti,César Soto,Javier Muñoz,Vinicius Júnior; Aurélien Tchouaméni
SP1,2024-25,,Barcelona,Villarreal,3,5,A,22,9,10,6,,Xavi,Marcelino,"José Luis
                                    Munuera",İlkay Gündoğan; Pedri,Gerard Moreno; Ilias Akhomach; Gonçalo Guedes; Alexander Sørloth; José Luis Morales
SP1,2024-25,,Mallorca,Betis,0,1,A,14,8,1,2,,Javier Aguirre,Manuel Pellegrini,"Javier
                                    Villanueva",,Sergi Altimira
SP1,2024-25,,Celta,Girona,0,1,A,10,15,5,6,,Claudio Giráldez,Míchel,Mario Melero,,Portu
SP1,2024-25,,Cadiz,Ath Bilbao,0,0,D,9,8,2,0,,Mauricio Pellegrino,Ernesto Valverde,Mateo Busquets,,
SP1,2024-25,,Sevilla,Osasuna,1,1,D,10,11,5,4,,Quique Sánchez Flores,Jagoba Arrasate,Guillermo Cuadra,Isaac Romero,Ante Budimir
SP1,2024-25,,Ath Madrid,Valencia,2,0,H,12,10,8,3,,Diego Simeone,Rubén Baraja,"Ricardo de
                                    Burgos",Samuel Lino; Memphis,
SP1,2024-25,,Getafe,Granada,2,0,H,7,16,4,3,,José Bordalás,José Ramón Sandoval,Víctor García,Mason Greenwood; Borja Mayoral,
SP1,2024-25,,Barcelona,Osasuna,1,0,H,16,9,4,1,,Xavi,Jagoba Arrasate,Jorge Figueroa,Vitor Roque,
SP1,2024-25,,Ath Madrid,Vallecano,2,1,H,8,10,3,2,,Diego Simeone,Iñigo Pérez,César Soto,Reinildo Mandava; Memphis,Álvaro García
SP1,2024-25,2024-01-02,Getafe,Real Madrid,0,2,A,10,16,2,9,,José Bordalás,Carlo Ancelotti,"Ricardo de
                                    Burgos",,Joselu; Joselu
SP1,2024-25,2024-02-02,Ath Bilbao,Mallorca,4,0,H,13,6,6,2,,Ernesto Valverde,Javier Aguirre,Jorge Figueroa,Yuri Berchiche; Yuri Berchiche; Gorka Guruzeta; Iker Muniain,
SP1,2024-25,2024-03-02,Valencia,Almeria,2,1,H,7,15,2,5,,Rubén Baraja,Pepe Mel,Alejandro Muñíz,Hugo Duro; Roman Yaremchuk,Sergio Arribas
SP1,2024-25,2024-03-02,Granada,Las Palmas,1,1,D,3,16,1,6,,José Ramón Sandoval,García Pimienta,Mateo Busquets,Bruno Méndez,Pejiño
SP1,2024-25,2024-03-02,Alaves,Barcelona,1,3,A,13,8,2,5,,Luis García,Xavi,Juan Martínez,Samu Omorodion,Robert Lewandowski; İlkay Gündoğan; Vitor Roque
SP1,2024-25,2024-03-02,Girona,Sociedad,0,0,D,11,11,3,2,,Míchel,Imanol Alguacil,Jesús Gil,,
SP1,2024-25,2024-04-02,Villarreal,Cadiz,0,0,D,19,8,4,2,,Marcelino,Mauricio Pellegrino,Pablo González,,
SP1,2024-25,2024-04-02,Osasuna,Celta,0,3,A,18,6,1,5,,Jagoba Arrasate,Claudio Giráldez,Javier Alberola,,Jørgen Strand Larsen; Luca de la Torre; Anastasios Douvikas
SP1,2024-25,2024-04-02,Betis,Getafe,1,1,D,9,11,3,2,,Manuel Pellegrini,José Bordalás,Juan Pulido,Isco,Mason Greenwood
SP1,2024-25,2024-04-02,Real Madrid,Ath Madrid,1,1,D,17,10,4,5,,Carlo Ancelotti,Diego Simeone,José Sánchez,Brahim Díaz,Marcos Llorente
SP1,2024-25,2024-05-02,Vallecano,Sevilla,1,2,A,22,10,5,6,,Iñigo Pérez,Quique Sánchez Flores,"Francisco
                                    Hernández",Isaac Palazón Camacho,Youssef En-Nesyri; Youssef En-Nesyri
SP1,2024-25,2024-09-02,Cadiz,Betis,0,2,A,14,13,5,5,,Mauricio Pellegrino,Manuel Pellegrini,"Ricardo de
                                    Burgos",,Willian José; Pablo Fornals
SP1,2024-25,2024-10-02,Alaves,Villarreal,1,1,D,17,12,4,4,,Luis García,Marcelino,Mario Melero,Samu Omorodion,Jorge Cuenca
SP1,2024-25,2024-10-02,Sociedad,Osasuna,0,1,A,21,9,3,2,,Imanol Alguacil,Jagoba Arrasate,"Isidro Díaz de
                                    Mera",,Ante Budimir
SP1,2024-25,2024-10-02,Real Madrid,Girona,4,0,H,16,5,6,0,,Carlo Ancelotti,Míchel,Juan Martínez,Vinicius Júnior; Jude Bellingham; Jude Bellingham; Rodrygo,
SP1,2024-25,2024-10-02,Las Palmas,Valencia,2,0,H,8,7,3,1,,García Pimienta,Rubén Baraja,Guillermo Cuadra,Álex Suárez; Marc Cardona,
SP1,2024-25,2024-11-02,Getafe,Celta,3,2,H,11,9,4,4,,José Bordalás,Claudio Giráldez,"Alejandro
                                    Hernández",Borja Mayoral; Jaime Mata; Jaime Mata,Jørgen Strand Larsen; Tadeo Allende
SP1,2024-25,2024-11-02,Mallorca,Vallecano,2,1,H,8,11,5,4,,Javier Aguirre,Iñigo Pérez,"José Luis
                                    Munuera",Antonio Sánchez; Vedat Muriqi,Álvaro García
SP1,2024-25,2024-11-02,Sevilla,Ath Madrid,1,0,H,10,16,6,5,,Quique Sánchez Flores,Diego Simeone,"Javier
                                    Villanueva",Isaac Romero,
SP1,2024-25,2024-11-02,Barcelona,Granada,3,3,D,11,11,6,5,,Xavi,José Ramón Sandoval,"Miguel
                                    Ángel Ortiz Arias",Lamine Yamal; Robert Lewandowski; Lamine Yamal,Ricard Sánchez; Facundo Pellistri; Ignasi Miquel
SP1,2024-25,2024-12-02,Almeria,Ath Bilbao,0,0,D,10,12,4,4,,Pepe Mel,Ernesto Valverde,Víctor García,,
SP1,2024-25,,Villarreal,Getafe,1,1,D,20,11,7,2,,Marcelino,José Bordalás,Javier Alberola,Alberto Moreno,Nemanja Maksimović
SP1,2024-25,,Ath Madrid,Las Palmas,5,0,H,13,11,7,2,,Diego Simeone,García Pimienta,Jorge Figueroa,Marcos Llorente; Marcos Llorente; Ángel Correa; Ángel Correa; Memphis,
SP1,2024-25,,Osasuna,Cadiz,2,0,H,11,5,4,1,,Jagoba Arrasate,Mauricio Pellegrino,"Francisco
                                    Hernández",Ante Budimir; Ante Budimir,
SP1,2024-25,,Celta,Barcelona,1,2,A,13,14,4,4,,Claudio Giráldez,Xavi,Juan Pulido,Iago Aspas,Robert Lewandowski; Robert Lewandowski
SP1,2024-25,,Valencia,Sevilla,0,0,D,14,1,4,1,,Rubén Baraja,Quique Sánchez Flores,César Soto,,
SP1,2024-25,,Vallecano,Real Madrid,1,1,D,8,11,3,4,,Iñigo Pérez,Carlo Ancelotti,Alejandro Muñíz,Raúl de Tomás,Joselu
SP1,2024-25,,Granada,Almeria,1,1,D,19,13,7,3,,José Ramón Sandoval,Pepe Mel,Jesús Gil,Myrto Uzuni,Marc Pubill
SP1,2024-25,,Mallorca,Sociedad,1,2,A,4,19,1,5,,Javier Aguirre,Imanol Alguacil,Pablo González,Antonio Sánchez,Takefusa Kubo; Mikel Merino
SP1,2024-25,,Betis,Alaves,0,0,D,13,13,2,4,,Manuel Pellegrini,Luis García,Mateo Busquets,,
SP1,2024-25,,Ath Bilbao,Girona,3,2,H,14,12,7,6,,Ernesto Valverde,Míchel,José Sánchez,Álex Berenguer; Álex Berenguer; Iñaki Williams,Viktor Tsyhankov; Eric García
SP1,2024-25,,Sociedad,Villarreal,1,3,A,21,6,8,4,,Imanol Alguacil,Marcelino,"Javier
                                    Villanueva",Mikel Merino,Santi Comesaña; Santi Comesaña; Alexander Sørloth
SP1,2024-25,,Barcelona,Getafe,4,0,H,17,10,9,4,,Xavi,José Bordalás,Alejandro Muñíz,Raphinha; João Félix; Frenkie de Jong; Fermin López,
SP1,2024-25,,Alaves,Mallorca,1,1,D,9,15,1,8,,Luis García,Javier Aguirre,Víctor García,Carlos Benavídez,Matija Nastasić
SP1,2024-25,,Almeria,Ath Madrid,2,2,D,9,18,4,9,,Pepe Mel,Diego Simeone,Javier Alberola,,
SP1,2024-25,,Cadiz,Celta,2,2,D,19,7,6,3,,Mauricio Pellegrino,Claudio Giráldez,"Miguel
                                    Ángel Ortiz Arias",Juanmi; Darwin Machís,Iago Aspas; Williot Swedberg
SP1,2024-25,,Betis,Ath Bilbao,3,1,H,13,3,5,1,,Manuel Pellegrini,Ernesto Valverde,Guillermo Cuadra,Ezequiel Ávila; Johnny Cardoso,Gorka Guruzeta
SP1,2024-25,,Las Palmas,Osasuna,1,1,D,9,6,3,2,,García Pimienta,Jagoba Arrasate,"José Luis
                                    Munuera",Kirian Rodríguez,Unai García
SP1,2024-25,,Real Madrid,Sevilla,1,0,H,16,4,6,1,,Carlo Ancelotti,Quique Sánchez Flores,"Isidro Díaz de
                                    Mera",Luka Modrić,
SP1,2024-25,,Girona,Vallecano,3,0,H,14,7,8,1,,Míchel,Iñigo Pérez,"Ricardo de
                                    Burgos",,
SP1,2024-25,2024-01-03,Celta,Almeria,1,0,H,15,3,6,0,,Claudio Giráldez,Pepe Mel,José Sánchez,Óscar Mingueza,
SP1,2024-25,2024-02-03,Sevilla,Sociedad,3,2,H,12,13,5,4,,Quique Sánchez Flores,Imanol Alguacil,Mateo Busquets,Youssef En-Nesyri; Youssef En-Nesyri; Sergio Ramos,André Silva; Brais Méndez
SP1,2024-25,2024-02-03,Vallecano,Cadiz,1,1,D,9,16,5,5,,Iñigo Pérez,Mauricio Pellegrino,Javier Alberola,Florian Lejeune,Javi Hernández
SP1,2024-25,2024-02-03,Getafe,Las Palmas,3,3,D,16,14,5,5,,José Bordalás,García Pimienta,Pablo González,Jaime Mata; Mason Greenwood; Nemanja Maksimović,Sandro Ramírez; Sergi Cardona; Munir El Haddadi
SP1,2024-25,2024-02-03,Valencia,Real Madrid,2,2,D,12,10,5,5,,Rubén Baraja,Carlo Ancelotti,Jesús Gil,Hugo Duro; Roman Yaremchuk,Vinicius Júnior; Vinicius Júnior
SP1,2024-25,2024-03-03,Villarreal,Granada,5,1,H,16,9,10,3,,Marcelino,José Ramón Sandoval,Juan Pulido,Alexander Sørloth; Alexander Sørloth; Étienne Capoue; Gonçalo Guedes; Alexander Sørloth,Theo Corbeanu
SP1,2024-25,2024-03-03,Ath Madrid,Betis,2,1,H,17,12,12,6,,Diego Simeone,Manuel Pellegrini,César Soto,Álvaro Morata,William Carvalho
SP1,2024-25,2024-03-03,Mallorca,Girona,1,0,H,16,15,2,4,,Javier Aguirre,Míchel,"Francisco
                                    Hernández",Copete,
SP1,2024-25,2024-03-03,Ath Bilbao,Barcelona,0,0,D,8,8,2,2,,Ernesto Valverde,Xavi,"Alejandro
                                    Hernández",,
SP1,2024-25,2024-04-03,Osasuna,Alaves,1,0,H,15,10,4,4,,Jagoba Arrasate,Luis García,Jorge Figueroa,Ante Budimir,
SP1,2024-25,2024-08-03,Barcelona,Mallorca,1,0,H,20,9,6,3,,Xavi,Javier Aguirre,"Javier
                                    Villanueva",Lamine Yamal,
SP1,2024-25,2024-09-03,Valencia,Getafe,1,0,H,10,15,3,5,,Rubén Baraja,José Bordalás,Juan Pulido,Hugo Duro,
SP1,2024-25,2024-09-03,Cadiz,Ath Madrid,2,0,H,7,8,3,4,,Mauricio Pellegrino,Diego Simeone,Pablo González,Juanmi; Juanmi,
SP1,2024-25,2024-09-03,Granada,Sociedad,2,3,A,13,11,6,8,,José Ramón Sandoval,Imanol Alguacil,Juan Martínez,Myrto Uzuni; Myrto Uzuni,Umar Sadiq; Robin Le Normand; André Silva
SP1,2024-25,2024-09-03,Girona,Osasuna,2,0,H,11,7,6,1,,Míchel,Jagoba Arrasate,Mateo Busquets,Portu; Sávio,
SP1,2024-25,2024-10-03,Alaves,Vallecano,1,0,H,12,9,4,3,,Luis García,Iñigo Pérez,"José Luis
                                    Munuera",Andoni Gorosabel,
SP1,2024-25,2024-10-03,Las Palmas,Ath Bilbao,0,2,A,14,7,2,2,,García Pimienta,Ernesto Valverde,"Miguel
                                    Ángel Ortiz Arias",,Gorka Guruzeta
SP1,2024-25,2024-10-03,Real Madrid,Celta,4,0,H,24,11,13,1,,Carlo Ancelotti,Claudio Giráldez,Mario Melero,Vinicius Júnior; Arda Güler,
SP1,2024-25,2024-10-03,Betis,Villarreal,2,3,A,13,6,4,4,,Manuel Pellegrini,Marcelino,"Alejandro
                                    Hernández",Guido Rodríguez; Willian José,Alex Baena; Alexander Sørloth
SP1,2024-25,2024-11-03,Almeria,Sevilla,2,2,D,14,19,4,6,,Pepe Mel,Quique Sánchez Flores,"Ricardo de
                                    Burgos",Adri Embarba; Marko Milovanović,Dodi Lukebakio; Lucas Ocampos
SP1,2024-25,,Sociedad,Cadiz,2,0,H,14,13,6,2,,Imanol Alguacil,Mauricio Pellegrino,César Soto,Mikel Merino; Arsen Zakharyan,
SP1,2024-25,,Mallorca,Granada,1,0,H,18,8,8,3,,Javier Aguirre,José Ramón Sandoval,"Ricardo de
                                    Burgos",Antonio Raillo,
SP1,2024-25,,Osasuna,Real Madrid,2,4,A,9,17,4,9,,Jagoba Arrasate,Carlo Ancelotti,Juan Martínez,Ante Budimir; Iker Muñoz,Vinicius Júnior; Dani Carvajal; Brahim Díaz; Vinicius Júnior
SP1,2024-25,,Getafe,Girona,1,0,H,11,13,3,3,,José Bordalás,Míchel,"José Luis
                                    Munuera",Yellu Santiago,
SP1,2024-25,,Ath Bilbao,Alaves,2,0,H,16,7,4,3,,Ernesto Valverde,Luis García,Alejandro Muñíz,Gorka Guruzeta; Gorka Guruzeta,
SP1,2024-25,,Sevilla,Celta,1,2,A,11,18,4,5,,Quique Sánchez Flores,Claudio Giráldez,"Francisco
                                    Hernández",Youssef En-Nesyri,Carles Pérez; Jørgen Strand Larsen
SP1,2024-25,,Las Palmas,Almeria,0,1,A,21,3,6,2,,García Pimienta,Pepe Mel,Víctor García,,Léo Baptistão
SP1,2024-25,,Villarreal,Valencia,1,0,H,13,14,7,7,,Marcelino,Rubén Baraja,Jorge Figueroa,Jorge Cuenca,
SP1,2024-25,,Vallecano,Betis,2,0,H,8,11,4,1,,Iñigo Pérez,Manuel Pellegrini,Juan Pulido,Florian Lejeune; Sergio Camello,
SP1,2024-25,,Ath Madrid,Barcelona,0,3,A,12,9,3,5,,Diego Simeone,Xavi,José Sánchez,,João Félix; Robert Lewandowski; Fermin López
SP1,2024-25,,Cadiz,Granada,1,0,H,13,10,5,2,,Mauricio Pellegrino,José Ramón Sandoval,Guillermo Cuadra,Roberto Navarro,
SP1,2024-25,,Getafe,Sevilla,0,1,A,18,10,5,3,,José Bordalás,Quique Sánchez Flores,"Javier
                                    Villanueva",,Sergio Ramos
SP1,2024-25,,Almeria,Osasuna,0,3,A,12,6,5,4,,Pepe Mel,Jagoba Arrasate,Pablo González,,José Arnaiz; Ante Budimir; Iker Muñoz
SP1,2024-25,,Valencia,Mallorca,0,0,D,14,11,5,3,,Rubén Baraja,Javier Aguirre,"Miguel
                                    Ángel Ortiz Arias",,
SP1,2024-25,,Barcelona,Las Palmas,1,0,H,14,8,2,0,,Xavi,García Pimienta,Mateo Busquets,Raphinha,
SP1,2024-25,,Celta,Vallecano,0,0,D,13,8,0,2,,Claudio Giráldez,Iñigo Pérez,"Alejandro
                                    Hernández",,
SP1,2024-25,,Girona,Betis,3,2,H,9,7,5,4,,Míchel,Manuel Pellegrini,Jesús Gil,Artem Dovbyk; Artem Dovbyk; Cristhian Stuani,Willian José; Willian José
SP1,2024-25,,Alaves,Sociedad,0,1,A,3,12,0,3,,Luis García,Imanol Alguacil,"Francisco
                                    Hernández",,Jon Pacheco
SP1,2024-25,,Real Madrid,Ath Bilbao,2,0,H,9,7,4,3,,Carlo Ancelotti,Ernesto Valverde,Javier Alberola,Rodrygo; Rodrygo,
SP1,2024-25,2024-01-04,Villarreal,Ath Madrid,1,2,A,11,14,2,8,,Marcelino,Diego Simeone,Mario Melero,Alexander Sørloth,Axel Witsel; Saúl Ñíguez
SP1,2024-25,2024-04-04,Granada,Valencia,0,1,A,13,6,3,2,,José Ramón Sandoval,Rubén Baraja,"Alejandro
                                    Hernández",,Domingos André Ribeiro Almeida
SP1,2024-25,2024-12-04,Betis,Celta,2,1,H,15,12,3,5,,Manuel Pellegrini,Claudio Giráldez,Juan Martínez,Juan Miranda; Nabil Fekir,Jørgen Strand Larsen
SP1,2024-25,,Ath Madrid,Girona,3,1,H,17,12,4,5,,Diego Simeone,Míchel,"Ricardo de
                                    Burgos",Antoine Griezmann; Ángel Correa; Antoine Griezmann,Artem Dovbyk
SP1,2024-25,,Vallecano,Getafe,0,0,D,11,7,2,0,,Iñigo Pérez,José Bordalás,Jorge Figueroa,,
SP1,2024-25,,Mallorca,Real Madrid,0,1,A,6,16,2,9,,Javier Aguirre,Carlo Ancelotti,José Sánchez,,Aurélien Tchouaméni
SP1,2024-25,,Cadiz,Barcelona,0,1,A,14,12,3,2,,Mauricio Pellegrino,Xavi,Juan Pulido,,João Félix
